,Start_date,End_Date,Name,Country,Category,Class,Season,Race_Days,uci_name,continent,name,country,latitude,longitude,Continent
155,2018-04-12,2018-04-15,Joe Martin Stage Race,UNITED STATES OF AMERICA,ME,2.2,2018,4.0,UNITED STATES OF AMERICA,AMERICAS,United States,US,37.09024,-95.712891,Americas
156,2018-04-12,2018-04-15,Joe Martin Stage Race,UNITED STATES OF AMERICA,WE,2.2,2018,4.0,UNITED STATES OF AMERICA,AMERICAS,United States,US,37.09024,-95.712891,Americas
157,2018-04-13,2018-04-15,GP Beiras e Serra da Estrela,PORTUGAL,ME,2.1,2018,3.0,PORTUGAL,EUROPE,Portugal,PT,39.399872,-8.224454,Europe
158,2018-04-13,2018-04-15,Tour de Lombok Mandalika,INDONESIA,ME,2.2,2018,3.0,INDONESIA,ASIA,Indonesia,ID,-0.789275,113.921327,Asia
159,2018-04-15,2018-04-15,Amstel Gold Race,NETHERLANDS,ME,1.UWT,2018,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
160,2018-04-15,2018-04-15,Tro-Bro Léon,FRANCE,ME,1.1,2018,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
161,2018-04-15,2018-04-15,Amstel Gold Race Ladies Edition,NETHERLANDS,WE,1.WWT,2018,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
162,2018-04-15,2018-04-15,46° Trofeo Città di Loano,ITALY,MJ,1.1,2018,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
163,2018-04-18,2018-04-18,La Flèche Wallonne,BELGIUM,ME,1.UWT,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
164,2018-04-18,2018-04-18,La Flèche Wallonne Féminine,BELGIUM,WE,1.WWT,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
165,2018-04-16,2018-04-20,Tour of the Alps,ITALY,ME,2.HC,2018,5.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
166,2018-04-21,2018-04-21,EPZ Omloop van Borsele,NETHERLANDS,WE,1.1,2018,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
167,2018-04-21,2018-04-21,Arno Wallaard Memorial,NETHERLANDS,ME,1.2,2018,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
168,2018-04-21,2018-04-21,Record Bank E3 Harelbeke - Junioren,BELGIUM,MJ,1.1,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
169,2018-04-21,2018-04-21,Visegrad 4 Bicycle Race - GP Czech Republic,CZECH REPUBLIC,ME,1.2,2018,1.0,CZECH REPUBLIC,EUROPE,Czech Republic,CZ,49.817492,15.472962,Europe
170,2018-04-17,2018-04-22,Tour of Croatia,CROATIA,ME,2.HC,2018,6.0,CROATIA,EUROPE,Croatia,HR,45.1,15.2,Europe
171,2018-04-18,2018-04-22,Tour of the Gila,UNITED STATES OF AMERICA,WE,2.2,2018,5.0,UNITED STATES OF AMERICA,AMERICAS,United States,US,37.09024,-95.712891,Americas
172,2018-04-18,2018-04-22,Tour of the Gila,UNITED STATES OF AMERICA,ME,2.2,2018,5.0,UNITED STATES OF AMERICA,AMERICAS,United States,US,37.09024,-95.712891,Americas
173,2018-04-19,2018-04-22,Tour of Mersin,TURKEY,ME,2.2,2018,4.0,TURKEY,ASIA,Turkey,TR,38.963745,35.243322,Asia
174,2018-04-20,2018-04-22,Vuelta a Castilla y Leon,SPAIN,ME,2.1,2018,3.0,SPAIN,EUROPE,Spain,ES,40.463667,-3.74922,Europe
175,2018-04-20,2018-04-22,EPZ Omloop van Borsele,NETHERLANDS,WJ,2.Ncup,2018,3.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
176,2018-04-21,2018-04-22,Tour du Jura Cycliste,FRANCE,ME,2.2,2018,2.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
177,2018-04-22,2018-04-22,EPZ Omloop van Borsele,NETHERLANDS,MJ,1.1,2018,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
178,2018-04-22,2018-04-22,Visegrad 4 Bicycle Race Grand Prix Poland,POLAND,ME,1.2,2018,1.0,POLAND,EUROPE,Poland,PL,51.919438,19.145136,Europe
179,2018-04-22,2018-04-22,11° Tr. Città di S. vendemiano - 58° GP Industria & Commercio,ITALY,MU,1.2U,2018,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
180,2018-04-22,2018-04-22,Liège-Bastogne-Liège,BELGIUM,ME,1.UWT,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
181,2018-04-22,2018-04-22,Liège-Bastogne-Liège Femmes,BELGIUM,WE,1.WWT,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
182,2018-04-22,2018-04-22,Giro dell'Appennino,ITALY,ME,1.1,2018,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
183,2018-04-22,2018-04-22,Rutland - Melton Cicle Classic,GREAT BRITAIN,ME,1.2,2018,1.0,GREAT BRITAIN,EUROPE,United Kingdom,GB,55.378051,-3.435973,Europe
184,2018-04-25,2018-04-25,GP della Liberazione PINK,ITALY,WE,1.2,2018,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
185,2018-04-25,2018-04-25,Gran Premio della Liberazione,ITALY,MU,1.2U,2018,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
186,2018-04-23,2018-04-26,Tour of Limpopo,SOUTH AFRICA,ME,2.2,2018,4.0,SOUTH AFRICA,AFRICA,South Africa,ZA,-30.559482,22.937506,Africas
187,2018-04-26,2018-04-28,Tour of Chongming Island UCI Women's WorldTour,PEOPLE'S REPUBLIC OF CHINA,WE,2.WWT,2018,3.0,PEOPLE'S REPUBLIC OF CHINA,ASIA,China,CN,35.86166,104.195397,Asia
188,2018-04-28,2018-04-28,GP Himmerland Rundt,DENMARK,ME,1.2,2018,1.0,DENMARK,EUROPE,Denmark,DK,56.26392,9.501785,Europe
189,2018-04-28,2018-04-28,PWZ Zuidenveld Tour,NETHERLANDS,ME,1.2,2018,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
190,2018-04-22,2018-04-29,Tour du Sénégal,SENEGAL,ME,2.2,2018,8.0,SENEGAL,AFRICA,Senegal,SN,14.497401,-14.452362,Africas
191,2018-04-24,2018-04-29,Tour de Romandie,SWITZERLAND,ME,2.UWT,2018,6.0,SWITZERLAND,EUROPE,Switzerland,CH,46.818188,8.227512,Europe
192,2018-04-26,2018-04-29,Gracia,CZECH REPUBLIC,WE,2.2,2018,4.0,CZECH REPUBLIC,EUROPE,Czech Republic,CZ,49.817492,15.472962,Europe
193,2018-04-27,2018-04-29,Vuelta Asturias Julio Alvarez Mendo,SPAIN,ME,2.1,2018,3.0,SPAIN,EUROPE,Spain,ES,40.463667,-3.74922,Europe
194,2018-04-27,2018-04-29,Festival Elsy Jacobs,LUXEMBOURG,WE,2.1,2018,3.0,LUXEMBOURG,EUROPE,Luxembourg,LU,49.815273,6.129583,Europe
195,2018-04-28,2018-04-29,Belgrade Banjaluka,BOSNIA AND HERZEGOVINA,ME,2.1,2018,2.0,BOSNIA AND HERZEGOVINA,EUROPE,Bosnia and Herzegovina,BA,43.915886,17.679076,Europe
196,2018-04-28,2018-04-29,5éme Tour des Portes du Pays d'Othe,FRANCE,MJ,2.1,2018,2.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
197,2018-04-29,2018-04-29,Paris - Mantes-en-Yvelines,FRANCE,ME,1.2,2018,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
198,2018-04-29,2018-04-29,Skive-Løbet,DENMARK,ME,1.2,2018,1.0,DENMARK,EUROPE,Denmark,DK,56.26392,9.501785,Europe
199,2018-04-29,2018-04-29,G.P. Sportivi Sovilla-La Piccola Sanremo,ITALY,MJ,1.1,2018,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
200,2018-04-25,2018-05-01,Le Tour de Bretagne Cycliste,FRANCE,ME,2.2,2018,7.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
201,2018-04-28,2018-05-01,Toscana Terra di Ciclismo Eroica,ITALY,MU,2.2U,2018,4.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
202,2018-04-28,2018-05-01,La Coupe du President de la Ville de Grudzidz,POLAND,MJ,2.1,2018,4.0,POLAND,EUROPE,Poland,PL,51.919438,19.145136,Europe
203,2018-05-01,2018-05-01,Eschborn-Frankfurt,GERMANY,MU,1.2U,2018,1.0,GERMANY,EUROPE,Germany,DE,51.165691,10.451526,Europe
204,2018-05-01,2018-05-01,Eschborn-Frankfurt,GERMANY,ME,1.UWT,2018,1.0,GERMANY,EUROPE,Germany,DE,51.165691,10.451526,Europe
205,2018-05-01,2018-05-01,30 Memoria Andrzeja Trochanowskiego,POLAND,ME,1.2,2018,1.0,POLAND,EUROPE,Poland,PL,51.919438,19.145136,Europe
206,2018-05-02,2018-05-02,19 Memoria Romana Siemiskiego,POLAND,ME,1.2,2018,1.0,POLAND,EUROPE,Poland,PL,51.919438,19.145136,Europe
207,2018-04-28,2018-05-03,Carpathian Couriers Race,POLAND,MU,2.2U,2018,6.0,POLAND,EUROPE,Poland,PL,51.919438,19.145136,Europe
208,2018-05-01,2018-05-03,Tour of Zhoushan Island (Shengsi Stage),PEOPLE'S REPUBLIC OF CHINA,WE,2.2,2018,3.0,PEOPLE'S REPUBLIC OF CHINA,ASIA,China,CN,35.86166,104.195397,Asia
209,2018-05-03,2018-05-04,Tour de Yorkshire Womens Race,GREAT BRITAIN,WE,2.1,2018,2.0,GREAT BRITAIN,EUROPE,United Kingdom,GB,55.378051,-3.435973,Europe
210,2018-05-05,2018-05-05,Sundvolden GP,NORWAY,ME,1.2,2018,1.0,NORWAY,EUROPE,Norway,NO,60.472024,8.468946,Europe
211,2018-05-02,2018-05-06,Five Rings of Moscow,RUSSIAN FEDERATION,ME,2.2,2018,5.0,RUSSIAN FEDERATION,ASIA,Russia,RU,61.52401,105.318756,Asia
212,2018-05-03,2018-05-06,Rhône-Alpes Isère Tour,FRANCE,ME,2.2,2018,4.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
213,2018-05-03,2018-05-06,Tour of Mesopotamia,TURKEY,ME,2.2,2018,4.0,TURKEY,ASIA,Turkey,TR,38.963745,35.243322,Asia
214,2018-05-03,2018-05-06,Course de la Paix Juniors,CZECH REPUBLIC,MJ,2.Ncup,2018,4.0,CZECH REPUBLIC,EUROPE,Czech Republic,CZ,49.817492,15.472962,Europe
215,2018-05-03,2018-05-06,Tour de Yorkshire,GREAT BRITAIN,ME,2.1,2018,4.0,GREAT BRITAIN,EUROPE,United Kingdom,GB,55.378051,-3.435973,Europe
216,2018-05-04,2018-05-06,Sri Lanka T-Cup,SRI LANKA,ME,2.2,2018,3.0,SRI LANKA,ASIA,Sri Lanka,LK,7.873054,80.771797,Asia
217,2018-05-04,2018-05-06,Vuelta Ciclista Comunidad de Madrid,SPAIN,ME,2.1,2018,3.0,SPAIN,EUROPE,Spain,ES,40.463667,-3.74922,Europe
218,2018-05-06,2018-05-06,Circuito del Porto - Trofeo Arvedi,ITALY,ME,1.2,2018,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
219,2018-05-06,2018-05-06,Trofee Maarten Wynants,BELGIUM,WE,1.1,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
220,2018-05-06,2018-05-06,Flèche Ardennaise,BELGIUM,ME,1.2,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
221,2018-05-06,2018-05-06,Ringerike GP,NORWAY,ME,1.2,2018,1.0,NORWAY,EUROPE,Norway,NO,60.472024,8.468946,Europe
222,2018-05-06,2018-05-06,100 Cycle Challenge,SOUTH AFRICA,ME,1.2,2018,1.0,SOUTH AFRICA,AFRICA,South Africa,ZA,-30.559482,22.937506,Africas
223,2018-05-04,2018-05-07,Tour International de la Wilaya d'Oran,ALGERIA,ME,2.2,2018,4.0,ALGERIA,AFRICA,Algeria,DZ,28.033886,1.659626,Africas
224,2018-05-06,2018-05-10,Panorama Guizhou International Women's Road Cycling Race,PEOPLE'S REPUBLIC OF CHINA,WE,2.2,2018,5.0,PEOPLE'S REPUBLIC OF CHINA,ASIA,China,CN,35.86166,104.195397,Asia
225,2018-05-07,2018-05-11,Memorial Dimitar Yankov - Sunny Beach,BULGARIA,MJ,2.1,2018,5.0,BULGARIA,EUROPE,Bulgaria,BG,42.733883,25.48583,Europe
226,2018-05-10,2018-05-11,Tour of Uppsala,SWEDEN,WE,2.2,2018,2.0,SWEDEN,EUROPE,Sweden,SE,60.128161,18.643501,Europe
227,2018-05-12,2018-05-12,Visegrad 4 Kerekparverseny,HUNGARY,ME,1.2,2018,1.0,HUNGARY,EUROPE,Hungary,HU,47.162494,19.503304,Europe
228,2018-05-12,2018-05-12,110th Scandinavian Race in Uppsala 1909-2018,SWEDEN,ME,1.2,2018,1.0,SWEDEN,EUROPE,Sweden,SE,60.128161,18.643501,Europe
229,2018-05-12,2018-05-12,Rabobank 7-Dorpenomloop Aalburg,NETHERLANDS,WE,1.2,2018,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
230,2018-05-12,2018-05-12,Ronde van Overijssel,NETHERLANDS,ME,1.2,2018,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
231,2018-05-08,2018-05-13,4 Jours de Dunkerque / Grand Prix des Hauts de France,FRANCE,ME,2.HC,2018,6.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
232,2018-05-09,2018-05-13,Flèche du Sud,LUXEMBOURG,ME,2.2,2018,5.0,LUXEMBOURG,EUROPE,Luxembourg,LU,49.815273,6.129583,Europe
233,2018-05-11,2018-05-13,CCC Tour - Grody Piastowskie,POLAND,ME,2.2,2018,3.0,POLAND,EUROPE,Poland,PL,51.919438,19.145136,Europe
234,2018-05-11,2018-05-13,Vuelta Aragon,SPAIN,ME,2.1,2018,3.0,SPAIN,EUROPE,Spain,ES,40.463667,-3.74922,Europe
235,2018-05-12,2018-05-13,44e Tour de Gironde International,FRANCE,MJ,2.1,2018,2.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
236,2018-05-13,2018-05-13,Gran Premio Industrie del Marmo,ITALY,MU,1.2U,2018,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
237,2018-05-13,2018-05-13,Grand Prix Criquielion,BELGIUM,ME,1.2,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
238,2018-05-13,2018-05-13,72ste Profronde van Noord-Holland,NETHERLANDS,ME,1.2,2018,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
239,2018-05-17,2018-05-17,Durango-Durango Emakumeen Saria,SPAIN,WE,1.2,2018,1.0,SPAIN,EUROPE,Spain,ES,40.463667,-3.74922,Europe
240,2018-05-13,2018-05-19,Amgen Tour of California,UNITED STATES OF AMERICA,ME,2.UWT,2018,7.0,UNITED STATES OF AMERICA,AMERICAS,United States,US,37.09024,-95.712891,Americas
241,2018-05-17,2018-05-19,Amgen Tour of California Womens Race empowered with SRAM,UNITED STATES OF AMERICA,WE,2.WWT,2018,3.0,UNITED STATES OF AMERICA,AMERICAS,United States,US,37.09024,-95.712891,Americas
242,2018-05-16,2018-05-20,Tour of Norway,NORWAY,ME,2.HC,2018,5.0,NORWAY,EUROPE,Norway,NO,60.472024,8.468946,Europe
243,2018-05-16,2018-05-20,Batyk - Karkonosze Tour,POLAND,ME,2.2,2018,5.0,POLAND,EUROPE,Poland,PL,51.919438,19.145136,Europe
244,2018-05-17,2018-05-20,Ronde de l'Isard,FRANCE,MU,2.2U,2018,4.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
245,2018-05-18,2018-05-20,A Travers Les Hauts De France - Trophée Paris-Arras Tour,FRANCE,ME,2.2,2018,3.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
246,2018-05-18,2018-05-20,36e SPIE Internationale Juniorendriedaagse,NETHERLANDS,MJ,2.1,2018,3.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
247,2018-05-18,2018-05-20,Tour de l'Ain,FRANCE,ME,2.1,2018,3.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
248,2018-05-19,2018-05-20,Trophée Centre Morbihan,FRANCE,MJ,2.Ncup,2018,2.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
249,2018-05-20,2018-05-20,Grote Prijs Marcel Kint,BELGIUM,ME,1.1,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
250,2018-05-19,2018-05-22,WWT Emakumeen XXXI. Bira,SPAIN,WE,2.WWT,2018,4.0,SPAIN,EUROPE,Spain,ES,40.463667,-3.74922,Europe
251,2018-05-19,2018-05-23,75th Tour of Albania,ALBANIA,ME,2.2,2018,5.0,ALBANIA,AFRICA,Albania,AL,41.153332,20.168331,Africas
252,2018-05-20,2018-05-23,Le Tour de Filipinas,PHILIPPINES,ME,2.2,2018,4.0,PHILIPPINES,ASIA,Philippines,PH,12.879721,121.774017,Asia
253,2018-05-22,2018-05-24,Tour des Fjords,NORWAY,ME,2.HC,2018,3.0,NORWAY,EUROPE,Norway,NO,60.472024,8.468946,Europe
254,2018-05-25,2018-05-25,La Classique Morbihan,FRANCE,WE,1.1,2018,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
255,2018-05-24,2018-05-26,Gemenc Grand Prix,HUNGARY,ME,2.2,2018,3.0,HUNGARY,EUROPE,Hungary,HU,47.162494,19.503304,Europe
256,2018-05-25,2018-05-26,Tour of Estonia,ESTONIA,ME,2.1,2018,2.0,ESTONIA,EUROPE,Estonia,EE,58.595272,25.013607,Europe
257,2018-05-26,2018-05-26,1° G.P. Eccellenze Valli del Soligo,ITALY,MJ,1.1,2018,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
258,2018-05-26,2018-05-26,Grand Prix de Plumelec-Morbihan Dames,FRANCE,WE,1.1,2018,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
259,2018-05-26,2018-05-26,Grand Prix de Plumelec-Morbihan,FRANCE,ME,1.1,2018,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
260,2018-05-04,2018-05-27,Giro d'Italia,ITALY,ME,2.UWT,2018,24.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
261,2018-05-20,2018-05-27,Tour of Japan,JAPAN,ME,2.1,2018,8.0,JAPAN,ASIA,Japan,JP,36.204824,138.252924,Asia
262,2018-05-20,2018-05-27,Rás Tailteann,IRELAND,ME,2.2,2018,8.0,IRELAND,EUROPE,Ireland,IE,53.41291,-8.24389,Europe
263,2018-05-23,2018-05-27,Baloise Belgium Tour,BELGIUM,ME,2.HC,2018,5.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
264,2018-05-24,2018-05-27,Tour du Pays de Vaud,SWITZERLAND,MJ,2.Ncup,2018,4.0,SWITZERLAND,EUROPE,Switzerland,CH,46.818188,8.227512,Europe
265,2018-05-25,2018-05-27,Hammer Stavanger,NORWAY,ME,2.1,2018,3.0,NORWAY,EUROPE,Norway,NO,60.472024,8.468946,Europe
266,2018-05-27,2018-05-27,38. SwissEver GP Cham - Hagendorn,SWITZERLAND,WE,1.2,2018,1.0,SWITZERLAND,EUROPE,Switzerland,CH,46.818188,8.227512,Europe
267,2018-05-27,2018-05-27,Circuit de Wallonie,BELGIUM,ME,1.2,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
268,2018-05-27,2018-05-27,Tf GD Dorigo MO Biemmereti MO Ettore e Cristiano Floriani MO Emilio Mazzero,ITALY,MJ,1.1,2018,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
269,2018-05-27,2018-05-27,Gooik-Geraardsbergen-Gooik,BELGIUM,WE,1.1,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
270,2018-05-27,2018-05-27,Boucles de l'Aulne - Châteaulin,FRANCE,ME,1.1,2018,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
271,2018-05-27,2018-05-27,Paris-Roubaix Espoirs,FRANCE,MU,1.2U,2018,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
272,2018-05-28,2018-05-28,Winston Salem Cycling Classic,UNITED STATES OF AMERICA,WE,1.1,2018,1.0,UNITED STATES OF AMERICA,AMERICAS,United States,US,37.09024,-95.712891,Americas
273,2018-05-28,2018-05-28,Winston Salem Cycling Classic,UNITED STATES OF AMERICA,ME,1.1,2018,1.0,UNITED STATES OF AMERICA,AMERICAS,United States,US,37.09024,-95.712891,Americas
274,2018-06-01,2018-06-01,Horizon Park Race for Peace,UKRAINE,ME,1.2,2018,1.0,UKRAINE,EUROPE,Ukraine,UA,48.379433,31.16558,Europe
275,2018-06-02,2018-06-02,63° Trofeo Alcide Degasperi,ITALY,ME,1.2,2018,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
276,2018-06-02,2018-06-02,Salverda Omloop van de IJsseldelta,NETHERLANDS,WE,1.2,2018,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
277,2018-06-02,2018-06-02,Horizon Park Race Maidan,UKRAINE,ME,1.2,2018,1.0,UKRAINE,EUROPE,Ukraine,UA,48.379433,31.16558,Europe
278,2018-06-02,2018-06-02,Market Heistse Pijl,BELGIUM,ME,1.1,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
279,2018-06-02,2018-06-02,La Classique des Alpes Juniors,FRANCE,MJ,1.1,2018,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
280,2018-06-02,2018-06-02,Horizon Park Women Challenge,UKRAINE,WE,1.2,2018,1.0,UKRAINE,EUROPE,Ukraine,UA,48.379433,31.16558,Europe
281,2018-05-26,2018-06-03,Tour du Cameroun,CAMEROON,ME,2.2,2018,9.0,CAMEROON,AFRICA,Cameroon,CM,7.369722,12.354722,Africas
282,2018-05-28,2018-06-03,Internationale Lotto Thüringen Ladies Tour,GERMANY,WE,2.1,2018,7.0,GERMANY,EUROPE,Germany,DE,51.165691,10.451526,Europe
283,2018-05-30,2018-06-03,Skoda-Tour de Luxembourg,LUXEMBOURG,ME,2.HC,2018,5.0,LUXEMBOURG,EUROPE,Luxembourg,LU,49.815273,6.129583,Europe
284,2018-05-30,2018-06-03,Tour de Korea,KOREA,ME,2.1,2018,5.0,KOREA,ASIA,South Korea,KR,35.907757,127.766922,Asia
285,2018-05-31,2018-06-03,Boucles de la Mayenne,FRANCE,ME,2.1,2018,4.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
286,2018-05-31,2018-06-03,Szlakiem Walk Majora Hubala,POLAND,ME,2.1,2018,4.0,POLAND,EUROPE,Poland,PL,51.919438,19.145136,Europe
287,2018-05-31,2018-06-03,Course de la Paix Grand Prix Priessnitz spa,CZECH REPUBLIC,MU,2.Ncup,2018,4.0,CZECH REPUBLIC,EUROPE,Czech Republic,CZ,49.817492,15.472962,Europe
288,2018-05-31,2018-06-03,Tour de Kumano,JAPAN,ME,2.2,2018,4.0,JAPAN,ASIA,Japan,JP,36.204824,138.252924,Asia
289,2018-06-01,2018-06-03,Cycling Tour of Bihor - Bellotto,ROMANIA,ME,2.2,2018,3.0,ROMANIA,EUROPE,Romania,RO,45.943161,24.96676,Europe
290,2018-06-01,2018-06-03,Hammer Limburg,NETHERLANDS,ME,2.1,2018,3.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
291,2018-06-03,2018-06-03,VR Women ITT,UKRAINE,WE,1.2,2018,1.0,UKRAINE,EUROPE,Ukraine,UA,48.379433,31.16558,Europe
292,2018-06-03,2018-06-03,47^ Coppa della Pace - 44° Trofeo F.lli Anelli,ITALY,ME,1.2,2018,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
293,2018-06-03,2018-06-03,Dwars door de Westhoek,BELGIUM,WE,1.1,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
294,2018-06-03,2018-06-03,Horizon Park Race Classic,UKRAINE,ME,1.2,2018,1.0,UKRAINE,EUROPE,Ukraine,UA,48.379433,31.16558,Europe
295,2018-06-03,2018-06-03,Gran Premio Città di Lugano,SWITZERLAND,ME,1.1,2018,1.0,SWITZERLAND,EUROPE,Switzerland,CH,46.818188,8.227512,Europe
296,2018-06-03,2018-06-03,Memorial Philippe Van Coningsloo,BELGIUM,ME,1.2,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
297,2018-06-07,2018-06-07,Grand Prix Cycliste de Gatineau,CANADA,WE,1.1,2018,1.0,CANADA,AMERICAS,Canada,CA,56.130366,-106.346771,Americas
298,2018-06-07,2018-06-07,GP du canton d'Argovie,SWITZERLAND,ME,1.HC,2018,1.0,SWITZERLAND,EUROPE,Switzerland,CH,46.818188,8.227512,Europe
299,2018-06-08,2018-06-08,Chrono de Gatineau,CANADA,WE,1.1,2018,1.0,CANADA,AMERICAS,Canada,CA,56.130366,-106.346771,Americas
300,2018-06-08,2018-06-08,Ljubljana-Domale-Ljubljana TT,SLOVENIA,WE,1.2,2018,1.0,SLOVENIA,EUROPE,Slovenia,SI,46.151241,14.995463,Europe
301,2018-06-09,2018-06-09,Dwars door de Vlaamse Ardennen,BELGIUM,ME,1.2,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
302,2018-06-03,2018-06-10,Critérium du Dauphiné,FRANCE,ME,2.UWT,2018,8.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
303,2018-06-07,2018-06-10,31. Trofeo,GERMANY,MJ,2.Ncup,2018,4.0,GERMANY,EUROPE,Germany,DE,51.165691,10.451526,Europe
304,2018-06-07,2018-06-10,Ronde de l'Oise,FRANCE,ME,2.2,2018,4.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
305,2018-06-08,2018-06-10,Tour of Malopolska,POLAND,ME,2.2,2018,3.0,POLAND,EUROPE,Poland,PL,51.919438,19.145136,Europe
306,2018-06-08,2018-06-10,Tour de Serbia,SERBIA,ME,2.2,2018,3.0,SERBIA,EUROPE,Serbia,RS,44.016521,21.005859,Europe
307,2018-06-10,2018-06-10,Rund um Köln,GERMANY,ME,1.1,2018,1.0,GERMANY,EUROPE,Germany,DE,51.165691,10.451526,Europe
308,2018-06-10,2018-06-10,Ronde van Limburg,BELGIUM,ME,1.1,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
309,2018-06-10,2018-06-10,SPAR Flanders Diamond Tour,BELGIUM,WE,1.1,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
310,2018-06-10,2018-06-10,Midden-Brabant Poort Omloop,NETHERLANDS,ME,1.2,2018,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
311,2018-06-10,2018-06-10,22° Gran Premio dell'Arno,ITALY,MJ,1.1,2018,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
