,Start_date,End_Date,Name,Country,Category,Class,Season,Race_Days,uci_name,continent,name,country,latitude,longitude,Continent
644,2014-04-01,2014-04-06,"The Maha Chackri Sirindhon's Cup ""Tour of Thailand""",THAILAND,ME,2.2,2014,6.0,THAILAND,ASIA,Thailand,TH,15.870032,100.992541,Asia
645,2014-04-04,2014-04-06,Le Triptyque des Monts et Châteaux,BELGIUM,ME,2.2,2014,3.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
646,2014-04-06,2014-04-06,"""Trofeo PIVA"" Banca Popolare di Vicenza",ITALY,MU,1.2U,2014,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
647,2014-04-06,2014-04-06,Vuelta Ciclista a La Rioja,SPAIN,ME,1.1,2014,1.0,SPAIN,EUROPE,Spain,ES,40.463667,-3.74922,Europe
648,2014-04-06,2014-04-06,Ronde van Vlaanderen / Tour des Flandres,BELGIUM,ME,1.UWT,2014,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
649,2014-04-07,2014-04-07,Grand Prix de Dottignies,BELGIUM,WE,1.2,2014,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
650,2014-04-09,2014-04-09,Scheldeprijs,BELGIUM,ME,1.HC,2014,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
651,2014-04-08,2014-04-10,"The Princess Maha Chackri Sirindhon's Cup ""Women's Tour of Thailand""",THAILAND,WE,2.2,2014,3.0,THAILAND,ASIA,Thailand,TH,15.870032,100.992541,Asia
652,2014-04-08,2014-04-11,Circuit Cycliste Sarthe - Pays de la Loire,FRANCE,ME,2.1,2014,4.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
653,2014-04-07,2014-04-12,Vuelta Ciclista al Pais Vasco,SPAIN,ME,2.UWT,2014,6.0,SPAIN,EUROPE,Spain,ES,40.463667,-3.74922,Europe
654,2014-04-08,2014-04-12,Mzansi Tour,SOUTH AFRICA,ME,2.2,2014,5.0,SOUTH AFRICA,AFRICA,South Africa,ZA,-30.559482,22.937506,Africas
655,2014-04-12,2014-04-12,Banja Luka Belgrade I,BOSNIA AND HERZEGOVINA,ME,1.2,2014,1.0,BOSNIA AND HERZEGOVINA,EUROPE,Bosnia and Herzegovina,BA,43.915886,17.679076,Europe
656,2014-04-12,2014-04-12,Grand Prix Cerami,BELGIUM,ME,1.1,2014,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
657,2014-04-12,2014-04-12,Ronde van Vlaanderen Beloften,BELGIUM,MU,1.Ncup,2014,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
658,2014-04-12,2014-04-12,Trofeo Edil C,ITALY,ME,1.2,2014,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
659,2014-04-04,2014-04-13,Tour du Maroc,MOROCCO,ME,2.2,2014,10.0,MOROCCO,AFRICA,Morocco,MA,31.791702,-7.09262,Africas
660,2014-04-09,2014-04-13,Energiewacht Tour,NETHERLANDS,WE,2.2,2014,5.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
661,2014-04-09,2014-04-13,Volta Ciclística Internacional do Rio Grande do Sul,BRAZIL,ME,2.2,2014,5.0,BRAZIL,AMERICAS,Brazil,BR,-14.235004,-51.92528,Americas
662,2014-04-11,2014-04-13,Circuit des Ardennes International,FRANCE,ME,2.2,2014,3.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
663,2014-04-13,2014-04-13,Paris - Roubaix Juniors,FRANCE,MJ,1.Ncup,2014,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
664,2014-04-13,2014-04-13,Klasika Primavera de Amorebieta,SPAIN,ME,1.1,2014,1.0,SPAIN,EUROPE,Spain,ES,40.463667,-3.74922,Europe
665,2014-04-13,2014-04-13,Paris - Roubaix,FRANCE,ME,1.UWT,2014,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
666,2014-04-13,2014-04-13,Banja Luka-Belgrade II,SERBIA,ME,1.2,2014,1.0,SERBIA,EUROPE,Serbia,RS,44.016521,21.005859,Europe
667,2014-04-15,2014-04-15,Paris-Camembert,FRANCE,ME,1.1,2014,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
668,2014-04-16,2014-04-16,De Brabantse Pijl - La Flèche Brabançonne,BELGIUM,ME,1.HC,2014,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
669,2014-04-16,2014-04-16,La Côte Picarde,FRANCE,MU,1.Ncup,2014,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
670,2014-04-17,2014-04-17,GP de Denain Porte du Hainaut,FRANCE,ME,1.1,2014,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
671,2014-04-18,2014-04-18,Winston Salem Cycling Classic,UNITED STATES OF AMERICA,ME,1.2,2014,1.0,UNITED STATES OF AMERICA,AMERICAS,United States,US,37.09024,-95.712891,Americas
672,2014-04-18,2014-04-18,Winston Salem Cycling Classic (WE),UNITED STATES OF AMERICA,WE,1.2,2014,1.0,UNITED STATES OF AMERICA,AMERICAS,United States,US,37.09024,-95.712891,Americas
673,2014-04-19,2014-04-19,Tour du Finistère,FRANCE,ME,1.1,2014,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
674,2014-04-19,2014-04-19,Liège - Bastogne - Liège,BELGIUM,MU,1.2U,2014,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
675,2014-04-19,2014-04-19,Arno Wallaard Memorial,NETHERLANDS,ME,1.2,2014,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
676,2014-04-19,2014-04-19,ZLM tour,NETHERLANDS,MU,1.Ncup,2014,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
677,2014-04-16,2014-04-20,Tour du Loir et Cher E Provost,FRANCE,ME,2.2,2014,5.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
678,2014-04-16,2014-04-20,Grand Prix of Adygeya,RUSSIAN FEDERATION,ME,2.2,2014,5.0,RUSSIAN FEDERATION,ASIA,Russia,RU,61.52401,105.318756,Asia
679,2014-04-20,2014-04-20,Amstel Gold Race,NETHERLANDS,ME,1.UWT,2014,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
680,2014-04-20,2014-04-20,Ronde van Gelderland,NETHERLANDS,WE,1.2,2014,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
681,2014-04-20,2014-04-20,Tro-Bro Léon,FRANCE,ME,1.1,2014,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
682,2014-04-20,2014-04-20,Grand Prix Bati-Metallo,BELGIUM,MJ,1.1,2014,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
683,2014-04-21,2014-04-21,Rund um Köln,GERMANY,ME,1.1,2014,1.0,GERMANY,EUROPE,Germany,DE,51.165691,10.451526,Europe
684,2014-04-21,2014-04-21,Giro del Belvedere,ITALY,MU,1.2U,2014,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
685,2014-04-22,2014-04-22,G.P. Palio del Recioto,ITALY,MU,1.2U,2014,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
686,2014-04-23,2014-04-23,La Flèche Wallonne,BELGIUM,ME,1.UWT,2014,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
687,2014-04-21,2014-04-24,Le Tour de Filipinas,PHILIPPINES,ME,2.2,2014,4.0,PHILIPPINES,ASIA,Philippines,PH,12.879721,121.774017,Asia
688,2014-04-22,2014-04-25,Giro del Trentino,ITALY,ME,2.HC,2014,4.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
689,2014-04-25,2014-04-25,Gran Premio della Liberazione,ITALY,MU,1.2U,2014,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
690,2014-04-26,2014-04-26,EPZ Omloop van Borsele WE,NETHERLANDS,WE,1.2,2014,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
691,2014-04-26,2014-04-26,Zuid Oost Drenthe Classic I,NETHERLANDS,ME,1.2,2014,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
692,2014-04-23,2014-04-27,Volta Ciclistica internacional do Paraná,BRAZIL,ME,2.2,2014,5.0,BRAZIL,AMERICAS,Brazil,BR,-14.235004,-51.92528,Americas
693,2014-04-25,2014-04-27,Tour of Istria - Memorial Edi Rajkovic,CROATIA,MJ,2.Ncup,2014,3.0,CROATIA,EUROPE,Croatia,HR,45.1,15.2,Europe
694,2014-04-27,2014-04-27,Paris - Mantes-en-Yvelines,FRANCE,ME,1.2,2014,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
695,2014-04-27,2014-04-27,Dwars door de Westhoek,BELGIUM,WE,1.1,2014,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
696,2014-04-27,2014-04-27,Rutland - Melton International CiCLE Classic,GREAT BRITAIN,ME,1.2,2014,1.0,GREAT BRITAIN,EUROPE,United Kingdom,GB,55.378051,-3.435973,Europe
697,2014-04-27,2014-04-27,Melaka Chief Minister's Cup,MALAYSIA,ME,1.2,2014,1.0,MALAYSIA,ASIA,Malaysia,MY,4.210484,101.975766,Asia
698,2014-04-27,2014-04-27,Liège - Bastogne - Liège,BELGIUM,ME,1.UWT,2014,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
699,2014-04-27,2014-04-27,La Roue Tourangelle Région Centre - Classic Loire Touraine Vignobles & Chateaux,FRANCE,ME,1.1,2014,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
700,2014-04-27,2014-04-27,Gran Premio Industrie del Marmo,ITALY,ME,1.2,2014,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
701,2014-04-25,2014-05-01,Le Tour de Bretagne Cycliste trophée harmonie Mutuelle,FRANCE,ME,2.2,2014,7.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
702,2014-05-01,2014-05-01,Rund um den Finanzplatz Eschborn-Frankfurt (U23),GERMANY,MU,1.2U,2014,1.0,GERMANY,EUROPE,Germany,DE,51.165691,10.451526,Europe
703,2014-05-01,2014-05-01,Memorial Andrzeja Trochanowskiego,POLAND,ME,1.2,2014,1.0,POLAND,EUROPE,Poland,PL,51.919438,19.145136,Europe
704,2014-05-01,2014-05-01,Rund um den Finanzplatz Eschborn-Frankfurt,GERMANY,ME,1.HC,2014,1.0,GERMANY,EUROPE,Germany,DE,51.165691,10.451526,Europe
705,2014-05-01,2014-05-01,Mayor Cup,RUSSIAN FEDERATION,ME,1.2,2014,1.0,RUSSIAN FEDERATION,ASIA,Russia,RU,61.52401,105.318756,Asia
706,2014-05-02,2014-05-02,Skive-Løbet,DENMARK,ME,1.2,2014,1.0,DENMARK,EUROPE,Denmark,DK,56.26392,9.501785,Europe
707,2014-05-02,2014-05-02,Ronde van Overijssel Women,NETHERLANDS,WE,1.1,2014,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
708,2014-05-02,2014-05-02,Memorial of Oleg Dyachenko,RUSSIAN FEDERATION,ME,1.2,2014,1.0,RUSSIAN FEDERATION,ASIA,Russia,RU,61.52401,105.318756,Asia
709,2014-05-03,2014-05-03,Himmerland Rundt,DENMARK,ME,1.2,2014,1.0,DENMARK,EUROPE,Denmark,DK,56.26392,9.501785,Europe
710,2014-05-03,2014-05-03,62ste Ronde van Overijssel,NETHERLANDS,ME,1.2,2014,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
711,2014-05-03,2014-05-03,Grand Prix of Moscow,RUSSIAN FEDERATION,ME,1.2,2014,1.0,RUSSIAN FEDERATION,ASIA,Russia,RU,61.52401,105.318756,Asia
712,2014-04-27,2014-05-04,Presidential Cycling Tour of Turkey,TURKEY,ME,2.HC,2014,8.0,TURKEY,ASIA,Turkey,TR,38.963745,35.243322,Asia
713,2014-04-29,2014-05-04,Carpathian Couriers Race U-23,POLAND,MU,2.2U,2014,6.0,POLAND,EUROPE,Poland,PL,51.919438,19.145136,Europe
714,2014-04-29,2014-05-04,Tour de Romandie,SWITZERLAND,ME,2.UWT,2014,6.0,SWITZERLAND,EUROPE,Switzerland,CH,46.818188,8.227512,Europe
715,2014-04-30,2014-05-04,Tour of the Gila,UNITED STATES OF AMERICA,ME,2.2,2014,5.0,UNITED STATES OF AMERICA,AMERICAS,United States,US,37.09024,-95.712891,Americas
716,2014-05-01,2014-05-04,La Coupe du Président de la Ville de Grudziadz,POLAND,MJ,2.1,2014,4.0,POLAND,EUROPE,Poland,PL,51.919438,19.145136,Europe
717,2014-05-01,2014-05-04,Gracia Orlova,CZECH REPUBLIC,WE,2.2,2014,4.0,CZECH REPUBLIC,EUROPE,Czech Republic,CZ,49.817492,15.472962,Europe
718,2014-05-02,2014-05-04,Festival Luxembourgeois du cyclisme féminin Elsy Jacobs,LUXEMBOURG,WE,2.1,2014,3.0,LUXEMBOURG,EUROPE,Luxembourg,LU,49.815273,6.129583,Europe
719,2014-05-04,2014-05-04,G.P. Sportivi Sovilla-La Piccola SanRemo,ITALY,MJ,1.1,2014,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
720,2014-05-04,2014-05-04,Destination Thy,DENMARK,ME,1.2,2014,1.0,DENMARK,EUROPE,Denmark,DK,56.26392,9.501785,Europe
721,2014-05-04,2014-05-04,Circuito del Porto - Trofeo Arvedi,ITALY,ME,1.2,2014,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
722,2014-05-04,2014-05-04,Grand Prix de la Somme « Conseil Général 80»,FRANCE,ME,1.1,2014,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
723,2014-05-05,2014-05-09,Five rings of Moscow,RUSSIAN FEDERATION,ME,2.2,2014,5.0,RUSSIAN FEDERATION,ASIA,Russia,RU,61.52401,105.318756,Asia
724,2014-05-09,2014-05-09,Challenge du Prince - Trophée Princier,MOROCCO,ME,1.2,2014,1.0,MOROCCO,AFRICA,Morocco,MA,31.791702,-7.09262,Africas
725,2014-05-10,2014-05-10,Berner Rundfahrt / Tour de Berne,SWITZERLAND,ME,1.2,2014,1.0,SWITZERLAND,EUROPE,Switzerland,CH,46.818188,8.227512,Europe
726,2014-05-10,2014-05-10,Scandinavian Race in Uppsala,SWEDEN,ME,1.2,2014,1.0,SWEDEN,EUROPE,Sweden,SE,60.128161,18.643501,Europe
727,2014-05-10,2014-05-10,Hadeland GP,NORWAY,ME,1.2,2014,1.0,NORWAY,EUROPE,Norway,NO,60.472024,8.468946,Europe
728,2014-05-10,2014-05-10,Challenge du Prince - Trophée de l'Anniversaire,MOROCCO,ME,1.2,2014,1.0,MOROCCO,AFRICA,Morocco,MA,31.791702,-7.09262,Africas
729,2014-05-07,2014-05-11,4 Jours de Dunkerque / Tour du Nord-pas-de-Calais,FRANCE,ME,2.HC,2014,5.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
730,2014-05-07,2014-05-11,The Women's Tour,GREAT BRITAIN,WE,2.1,2014,5.0,GREAT BRITAIN,EUROPE,United Kingdom,GB,55.378051,-3.435973,Europe
731,2014-05-07,2014-05-11,Tour d'Azerbaïdjan,AZERBAIJAN,ME,2.1,2014,5.0,AZERBAIJAN,ASIA,Azerbaijan,AZ,40.143105,47.576927,Asia
732,2014-05-08,2014-05-11,Course de la Paix Juniors,CZECH REPUBLIC,MJ,2.Ncup,2014,4.0,CZECH REPUBLIC,EUROPE,Czech Republic,CZ,49.817492,15.472962,Europe
733,2014-05-09,2014-05-11,Szlakiem Grodòw Piastowskich,POLAND,ME,2.1,2014,3.0,POLAND,EUROPE,Poland,PL,51.919438,19.145136,Europe
734,2014-05-11,2014-05-11,Circuit de Wallonie Ville de Fleurus,BELGIUM,ME,1.2,2014,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
735,2014-05-11,2014-05-11,Ringerike GP,NORWAY,ME,1.2,2014,1.0,NORWAY,EUROPE,Norway,NO,60.472024,8.468946,Europe
736,2014-05-12,2014-05-12,Challenge du Prince - Trophée de la Maison Royale,MOROCCO,ME,1.2,2014,1.0,MOROCCO,AFRICA,Morocco,MA,31.791702,-7.09262,Africas
737,2014-05-13,2014-05-13,Visegrad 4 Bicycle Race - GP Polski Via Odra,POLAND,ME,1.2,2014,1.0,POLAND,EUROPE,Poland,PL,51.919438,19.145136,Europe
738,2014-05-15,2014-05-15,Visegrad 4 Bicycle Race - GP Czech Republic,CZECH REPUBLIC,ME,1.2,2014,1.0,CZECH REPUBLIC,EUROPE,Czech Republic,CZ,49.817492,15.472962,Europe
739,2014-05-14,2014-05-16,Tour of Chongming Island,PEOPLE'S REPUBLIC OF CHINA,WE,2.1,2014,3.0,PEOPLE'S REPUBLIC OF CHINA,ASIA,China,CN,35.86166,104.195397,Asia
740,2014-05-16,2014-05-16,Visegrad 4 Bicycle Race - GP Slovakia,SLOVAKIA,ME,1.2,2014,1.0,SLOVAKIA,EUROPE,Slovakia,SK,48.669026,19.699024,Europe
741,2014-05-12,2014-05-17,Royal Smilde Olympia's Tour,NETHERLANDS,ME,2.2,2014,6.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
742,2014-05-15,2014-05-17,Memorial Dimitar Yankov,BULGARIA,MJ,2.1,2014,3.0,BULGARIA,EUROPE,Bulgaria,BG,42.733883,25.48583,Europe
743,2014-05-17,2014-05-17,Visegrad 4 Bicycle Race - GP Hungary,HUNGARY,ME,1.2,2014,1.0,HUNGARY,EUROPE,Hungary,HU,47.162494,19.503304,Europe
744,2014-05-17,2014-05-17,Trofee Maarten Wynants,BELGIUM,WE,1.2,2014,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
745,2014-05-17,2014-05-17,Copa Federacion Venezolana de Ciclismo,BOLIVARIAN REPUBLIC OF VENEZUELA,WE,1.2,2014,1.0,BOLIVARIAN REPUBLIC OF VENEZUELA,AMERICAS,Venezuela,VE,6.42375,-66.58973,Americas
746,2014-05-17,2014-05-17,Grand Prix Criquielion,BELGIUM,ME,1.2,2014,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
747,2014-05-11,2014-05-18,Amgen Tour of California,UNITED STATES OF AMERICA,ME,2.HC,2014,8.0,UNITED STATES OF AMERICA,AMERICAS,United States,US,37.09024,-95.712891,Americas
748,2014-05-15,2014-05-18,Rhône-Alpes Isère Tour,FRANCE,ME,2.2,2014,4.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
749,2014-05-16,2014-05-18,Vuelta a Castilla y Leon,SPAIN,ME,2.1,2014,3.0,SPAIN,EUROPE,Spain,ES,40.463667,-3.74922,Europe
750,2014-05-16,2014-05-18,Tour de Picardie,FRANCE,ME,2.1,2014,3.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
751,2014-05-18,2014-05-18,Garmin Velothon Berlin,GERMANY,ME,1.1,2014,1.0,GERMANY,EUROPE,Germany,DE,51.165691,10.451526,Europe
752,2014-05-18,2014-05-18,Tf GD Dorigo - MO Biemmereti - MO Cristiano Floriani - MO F. Mazzero,ITALY,MJ,1.1,2014,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
753,2014-05-18,2014-05-18,Clasico FVCiclismo Corre Por la VIDA,BOLIVARIAN REPUBLIC OF VENEZUELA,WE,1.2,2014,1.0,BOLIVARIAN REPUBLIC OF VENEZUELA,AMERICAS,Venezuela,VE,6.42375,-66.58973,Americas
754,2014-05-20,2014-05-20,Grand Prix of Maykop,RUSSIAN FEDERATION,WE,1.2,2014,1.0,RUSSIAN FEDERATION,ASIA,Russia,RU,61.52401,105.318756,Asia
755,2014-05-21,2014-05-23,Tour of Zhoushan Island,PEOPLE'S REPUBLIC OF CHINA,WE,2.2,2014,3.0,PEOPLE'S REPUBLIC OF CHINA,ASIA,China,CN,35.86166,104.195397,Asia
756,2014-05-18,2014-05-25,Tour of Japan,JAPAN,ME,2.1,2014,8.0,JAPAN,ASIA,Japan,JP,36.204824,138.252924,Asia
757,2014-05-18,2014-05-25,An Post Ras,IRELAND,ME,2.2,2014,8.0,IRELAND,EUROPE,Ireland,IE,53.41291,-8.24389,Europe
758,2014-05-21,2014-05-25,Tour of Norway,NORWAY,ME,2.HC,2014,5.0,NORWAY,EUROPE,Norway,NO,60.472024,8.468946,Europe
759,2014-05-22,2014-05-25,Tour of Adygeya,RUSSIAN FEDERATION,WE,2.2,2014,4.0,RUSSIAN FEDERATION,ASIA,Russia,RU,61.52401,105.318756,Asia
760,2014-05-22,2014-05-25,Ronde de l'Isard,FRANCE,MU,2.2U,2014,4.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
761,2014-05-23,2014-05-25,Paris-Arras Tour,FRANCE,ME,2.2,2014,3.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
762,2014-05-23,2014-05-25,Int. Junioren Driedaagse van Axel,NETHERLANDS,MJ,2.1,2014,3.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
763,2014-05-24,2014-05-25,World Ports Classic,NETHERLANDS,ME,2.1,2014,2.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
764,2014-05-24,2014-05-25,Le Trophée Centre Morbihan,FRANCE,MJ,2.Ncup,2014,2.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
765,2014-05-25,2014-05-25,Simac Omloop der Kempen,NETHERLANDS,ME,1.2,2014,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
766,2014-05-30,2014-05-30,Boels Rental Hills Classic,NETHERLANDS,WE,1.1,2014,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
767,2014-05-30,2014-05-30,Race Horizon Park 1,UKRAINE,ME,1.2,2014,1.0,UKRAINE,EUROPE,Ukraine,UA,48.379433,31.16558,Europe
768,2014-05-30,2014-05-31,Tour of Estonia,ESTONIA,ME,2.1,2014,2.0,ESTONIA,EUROPE,Estonia,EE,58.595272,25.013607,Europe
769,2014-05-31,2014-05-31,Race Horizon Park 2,UKRAINE,ME,1.2,2014,1.0,UKRAINE,EUROPE,Ukraine,UA,48.379433,31.16558,Europe
770,2014-05-31,2014-05-31,Grand Prix de Plumelec-Morbihan,FRANCE,ME,1.1,2014,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
771,2014-05-31,2014-05-31,Rabobank 7-Dorpenomloop Aalburg,NETHERLANDS,WE,1.2,2014,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
772,2014-05-31,2014-05-31,Grand Prix de Plumelec-Morbihan Dames,FRANCE,WE,1.2,2014,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
773,2014-05-09,2014-06-01,Giro d'Italia,ITALY,ME,2.UWT,2014,24.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
774,2014-05-28,2014-06-01,Flèche du Sud,LUXEMBOURG,ME,2.2,2014,5.0,LUXEMBOURG,EUROPE,Luxembourg,LU,49.815273,6.129583,Europe
775,2014-05-28,2014-06-01,Bayern Rundfahrt,GERMANY,ME,2.HC,2014,5.0,GERMANY,EUROPE,Germany,DE,51.165691,10.451526,Europe
776,2014-05-28,2014-06-01,Baloise Belgium Tour,BELGIUM,ME,2.HC,2014,5.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
777,2014-05-28,2014-06-01,Tour des Fjords,NORWAY,ME,2.1,2014,5.0,NORWAY,EUROPE,Norway,NO,60.472024,8.468946,Europe
778,2014-05-29,2014-06-01,Tour du Pays de Vaud,SWITZERLAND,MJ,2.1,2014,4.0,SWITZERLAND,EUROPE,Switzerland,CH,46.818188,8.227512,Europe
779,2014-05-29,2014-06-01,Tour de Kumano,JAPAN,ME,2.2,2014,4.0,JAPAN,ASIA,Japan,JP,36.204824,138.252924,Asia
780,2014-05-29,2014-06-01,Tour de Gironde,FRANCE,ME,2.2,2014,4.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
781,2014-05-29,2014-06-01,Tour de Berlin,GERMANY,MU,2.2U,2014,4.0,GERMANY,EUROPE,Germany,DE,51.165691,10.451526,Europe
782,2014-05-30,2014-06-01,Course de la Paix U23 / Závod Míru U23,CZECH REPUBLIC,MU,2.2U,2014,3.0,CZECH REPUBLIC,EUROPE,Czech Republic,CZ,49.817492,15.472962,Europe
783,2014-05-31,2014-06-01,Auensteiner- Radsporttage,GERMANY,WE,2.2,2014,2.0,GERMANY,EUROPE,Germany,DE,51.165691,10.451526,Europe
784,2014-06-01,2014-06-01,Paris-Roubaix Espoirs,FRANCE,MU,1.2U,2014,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
785,2014-06-01,2014-06-01,Grand Prix Südkärnten,AUSTRIA,ME,1.2,2014,1.0,AUSTRIA,EUROPE,Austria,AT,47.516231,14.550072,Europe
786,2014-06-01,2014-06-01,Gooik-Geraardsbergen-Gooik,BELGIUM,WE,1.1,2014,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
787,2014-06-01,2014-06-01,Boucles de l'Aulne - Châteaulin,FRANCE,ME,1.1,2014,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
788,2014-06-01,2014-06-01,Race Horizon Park 3,UKRAINE,ME,1.2,2014,1.0,UKRAINE,EUROPE,Ukraine,UA,48.379433,31.16558,Europe
789,2014-06-01,2014-06-01,The Philadelphia Cycling Classic,UNITED STATES OF AMERICA,WE,1.1,2014,1.0,UNITED STATES OF AMERICA,AMERICAS,United States,US,37.09024,-95.712891,Americas
790,2014-06-01,2014-06-01,Tr. Città di San Vendemiano - GP Industria e Commercio,ITALY,MU,1.2U,2014,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
791,2014-06-01,2014-06-01,The Philadelphia Cycling Classic,UNITED STATES OF AMERICA,ME,1.1,2014,1.0,UNITED STATES OF AMERICA,AMERICAS,United States,US,37.09024,-95.712891,Americas
792,2014-06-02,2014-06-02,Trofeo Alcide Degasperi,ITALY,ME,1.2,2014,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
793,2014-06-06,2014-06-06,Nagrada Ljubljane TT,SLOVENIA,WE,1.2,2014,1.0,SLOVENIA,EUROPE,Slovenia,SI,46.151241,14.995463,Europe
794,2014-06-06,2014-06-06,Chrono Gatineau,CANADA,WE,1.1,2014,1.0,CANADA,AMERICAS,Canada,CA,56.130366,-106.346771,Americas
795,2014-06-03,2014-06-07,Tour de Slovaquie,SLOVAKIA,ME,2.2,2014,5.0,SLOVAKIA,EUROPE,Slovakia,SK,48.669026,19.699024,Europe
796,2014-06-07,2014-06-07,Ronde Van Zeeland Seaports,NETHERLANDS,ME,1.1,2014,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
797,2014-06-07,2014-06-07,Grand Prix cycliste de Gatineau,CANADA,WE,1.1,2014,1.0,CANADA,AMERICAS,Canada,CA,56.130366,-106.346771,Americas
798,2014-06-04,2014-06-08,Skoda-Tour de Luxembourg,LUXEMBOURG,ME,2.HC,2014,5.0,LUXEMBOURG,EUROPE,Luxembourg,LU,49.815273,6.129583,Europe
