,Start_date,End_Date,Name,Country,Category,Class,Season,Race_Days,Continent
8093,2011-09-04,2011-09-11,Tour de l'Avenir,FRANCE,MU,2.Ncup,2011,8.0,Europe
8094,2011-09-06,2011-09-11,Profile Ladies Tour,NETHERLANDS,WE,2.1,2011,6.0,Europe
8095,2011-09-07,2011-09-11,Butra Heidelberg Cement Tour de Brunei,BRUNEI DARUSSALAM,ME,2.2,2011,5.0,Asia
8096,2011-09-08,2011-09-11,Rothaus Regio-Tour International,GERMANY,MJ,2.1,2011,4.0,Europe
8097,2011-09-08,2011-09-11,Tour of Marmara,TURKEY,ME,2.2,2011,4.0,Asia
8098,2011-09-08,2011-09-11,Giro di Basilicata,ITALY,MJ,2.1,2011,4.0,Europe
8099,2011-09-11,2011-09-11,Grand Prix Cycliste de Montréal,CANADA,ME,1.UWT,2011,1.0,Americas
8100,2011-09-11,2011-09-11,GP de Fourmies / La Voix du Nord,FRANCE,ME,1.HC,2011,1.0,Europe
8101,2011-09-11,2011-09-11,Chrono Champenois - Trophée Européen,FRANCE,WE,1.1,2011,1.0,Europe
8102,2011-09-11,2011-09-11,Chrono Champenois Masculin International,FRANCE,ME,1.2,2011,1.0,Europe
8103,2011-09-14,2011-09-14,Grand Prix de Wallonie,BELGIUM,ME,1.1,2011,1.0,Europe
8104,2011-09-16,2011-09-16,Grand Prix de la Somme « Conseil Général 80»,FRANCE,ME,1.1,2011,1.0,Europe
8105,2011-09-16,2011-09-16,Kampioenschap van Vlaanderen,BELGIUM,ME,1.1,2011,1.0,Europe
8106,2011-09-17,2011-09-17,Univest Grand Prix,UNITED STATES OF AMERICA,ME,1.2,2011,1.0,Americas
8107,2011-09-17,2011-09-17,Finale Lotto Cycling Cup - Breendonk,BELGIUM,WE,1.2,2011,1.0,Europe
8108,2011-09-11,2011-09-18,Tour of Bulgaria,BULGARIA,ME,2.2,2011,8.0,Europe
8109,2011-09-11,2011-09-18,Tour of  Britain,GREAT BRITAIN,ME,2.1,2011,8.0,Europe
8110,2011-09-13,2011-09-18,Premondiale Giro Toscana Int. Femminile - Memorial Michela Fanini,ITALY,WE,2.1,2011,6.0,Europe
8111,2011-09-17,2011-09-18,Keizer der Juniores,BELGIUM,MJ,2.1,2011,2.0,Europe
8112,2011-09-18,2011-09-18,Grand Prix d'Isbergues - Pas de Calais,FRANCE,ME,1.1,2011,1.0,Europe
8113,2011-09-18,2011-09-18,Duo Normand,FRANCE,ME,1.2,2011,1.0,Europe
8114,2011-09-18,2011-09-18,GP Industria & Commercio di Prato,ITALY,ME,1.1,2011,1.0,Europe
8115,2011-09-18,2011-09-18,Trofeo G. Bianchin,ITALY,ME,1.2,2011,1.0,Europe
8116,2011-09-18,2011-09-18,GP Impanis - Van Petegem,BELGIUM,ME,1.2,2011,1.0,Europe
8117,2011-09-16,2011-09-19,Tour de Hokkaido,JAPAN,ME,2.2,2011,4.0,Asia
8120,2011-09-10,2011-09-20,Tour of China,PEOPLE'S REPUBLIC OF CHINA,ME,2.1,2011,11.0,Asia
8123,2011-09-21,2011-09-21,Omloop van het Houtland Lichtervelde,BELGIUM,ME,1.1,2011,1.0,Europe
8129,2011-09-24,2011-09-25,Tour of East Java,INDONESIA,ME,2.2,2011,2.0,Asia
8130,2011-09-24,2011-09-25,Tour du Gévaudan Languedoc-Roussillon,FRANCE,ME,2.2,2011,2.0,Europe
8132,2011-09-27,2011-09-27,Ruota d'Oro - GP Festa del Perdono,ITALY,ME,1.2,2011,1.0,Europe
8133,2011-09-28,2011-09-28,Golan I,SYRIAN ARAB REPUBLIC,ME,1.2,2011,1.0,Asia
8134,2011-09-30,2011-09-30,Golan II,SYRIAN ARAB REPUBLIC,ME,1.2,2011,1.0,Asia
8135,2011-09-27,2011-10-01,Tour of Mazandaran,ISLAMIC REPUBLIC OF IRAN,MJ,2.1,2011,5.0,Asia
8136,2011-10-01,2011-10-01,Golan I,SYRIAN ARAB REPUBLIC,WE,1.2,2011,1.0,Asia
8137,2011-10-01,2011-10-01,Memorial Marco Pantani,ITALY,ME,1.1,2011,1.0,Europe
8138,2011-10-01,2011-10-01,Piccolo Giro di Lombardia,ITALY,ME,1.2,2011,1.0,Europe
8139,2011-09-29,2011-10-02,Tour of Gallipoli,TURKEY,ME,2.2,2011,4.0,Asia
8140,2011-09-29,2011-10-02,Circuit Franco-Belge,BELGIUM,ME,2.1,2011,4.0,Europe
8141,2011-09-30,2011-10-02,Cinturó de l'Empordà,SPAIN,ME,2.2,2011,3.0,Europe
8142,2011-10-02,2011-10-02,Tour de Vendée,FRANCE,ME,1.HC,2011,1.0,Europe
8143,2011-10-03,2011-10-03,Golan II,SYRIAN ARAB REPUBLIC,WE,1.2,2011,1.0,Asia
8144,2011-10-03,2011-10-03,Sparkassen Münsterland Giro,GERMANY,ME,1.1,2011,1.0,Europe
8145,2011-10-04,2011-10-04,Binche - Tournai - Binche,BELGIUM,ME,1.1,2011,1.0,Europe
8146,2011-10-06,2011-10-06,Paris-Bourges,FRANCE,ME,1.1,2011,1.0,Europe
8147,2011-10-06,2011-10-06,Coppa Sabatini Gran Premio città di Peccioli,ITALY,ME,1.1,2011,1.0,Europe
8148,2011-10-08,2011-10-08,Giro dell'Emilia,ITALY,ME,1.HC,2011,1.0,Europe
8149,2011-10-05,2011-10-09,Tour of Beijing,PEOPLE'S REPUBLIC OF CHINA,ME,2.UWT,2011,5.0,Asia
8150,2011-10-06,2011-10-09,Tour of Alanya,TURKEY,ME,2.2,2011,4.0,Asia
8151,2011-10-09,2011-10-09,Gran Premio Bruno Beghelli,ITALY,ME,1.1,2011,1.0,Europe
8152,2011-10-09,2011-10-09,Paris-Tours Espoirs,FRANCE,MU,1.2U,2011,1.0,Europe
8153,2011-10-09,2011-10-09,Paris - Tours,FRANCE,ME,1.HC,2011,1.0,Europe
8154,2011-10-11,2011-10-11,Nationale Sluitingprijs - Putte - Kapellen,BELGIUM,ME,1.1,2011,1.0,Europe
8155,2011-10-13,2011-10-13,Giro del Piemonte,ITALY,ME,1.HC,2011,1.0,Europe
8156,2011-10-15,2011-10-15,Il Lombardia,ITALY,ME,1.UWT,2011,1.0,Europe
8157,2011-10-16,2011-10-16,Chrono des Nations,FRANCE,WJ,1.1,2011,1.0,Europe
8158,2011-10-16,2011-10-16,Chrono des Nations,FRANCE,MJ,1.1,2011,1.0,Europe
8159,2011-10-16,2011-10-16,Chrono des Nations,FRANCE,WE,1.1,2011,1.0,Europe
8160,2011-10-16,2011-10-16,Chrono des Nations,FRANCE,ME,1.1,2011,1.0,Europe
8165,2015-12-28,2016-01-03,Tour of Egypt,EGYPT,ME,2.2,2016,7.0,Africas
8167,2016-01-09,2016-01-09,III Gran Prix San Luis Femenino,ARGENTINA,WE,1.2,2016,1.0,Americas
8168,2016-01-10,2016-01-15,Tour Femenino de San Luis 2016,ARGENTINA,WE,2.1,2016,6.0,Americas
8169,2016-01-15,2016-01-16,Tour of Udon,THAILAND,WE,2.2,2016,2.0,Asia
8170,2016-01-08,2016-01-17,Vuelta al Tachira en Bicicleta,BOLIVARIAN REPUBLIC OF VENEZUELA,ME,2.2,2016,10.0,Americas
8172,2016-01-17,2016-01-17,Udon Thani's 123rd Anniversary International Cycling,THAILAND,WE,1.2,2016,1.0,Asia
8173,2016-01-16,2016-01-19,Santos Women's Tour,AUSTRALIA,WE,2.2,2016,4.0,Oceania
8183,2016-01-18,2016-01-24,Tour de San Luis,ARGENTINA,ME,2.1,2016,7.0,Americas
8184,2016-01-18,2016-01-24,La Tropicale Amissa Bongo,GABON,ME,2.1,2016,7.0,Africas
8185,2016-01-19,2016-01-24,Santos Tour Down Under,AUSTRALIA,ME,2.UWT,2016,6.0,Oceania
8186,2016-01-20,2016-01-24,New Zealand Cycle Classic,NEW ZEALAND,ME,2.2,2016,5.0,Oceania
8188,2016-01-28,2016-01-28,Trofeo Campos-Santanyi-Ses Salines,SPAIN,ME,1.1,2016,1.0,Europe
8189,2016-01-29,2016-01-29,Trofeo Pollença-Port de Andratx,SPAIN,ME,1.1,2016,1.0,Europe
8190,2016-01-30,2016-01-30,Cadel Evans Great Ocean Road Race,AUSTRALIA,WE,1.2,2016,1.0,Oceania
8191,2016-01-30,2016-01-30,Trofeo Serra de Tramuntana,SPAIN,ME,1.1,2016,1.0,Europe
8192,2016-01-31,2016-01-31,Grand Prix Cycliste la Marseillaise,FRANCE,ME,1.1,2016,1.0,Europe
8193,2016-01-31,2016-01-31,Cadel Evans Great Ocean Road Race,AUSTRALIA,ME,1.HC,2016,1.0,Oceania
8194,2016-01-31,2016-01-31,Trofeo Palma,SPAIN,ME,1.1,2016,1.0,Europe
8195,2016-02-02,2016-02-05,Ladies Tour of Qatar,QATAR,WE,2.1,2016,4.0,Asia
8196,2016-02-03,2016-02-06,Dubai Tour,UNITED ARAB EMIRATES,ME,2.HC,2016,4.0,Asia
8197,2016-02-03,2016-02-07,Etoile de Bessèges,FRANCE,ME,2.1,2016,5.0,Europe
8198,2016-02-03,2016-02-07,Herald Sun Tour,AUSTRALIA,ME,2.1,2016,5.0,Oceania
8199,2016-02-03,2016-02-07,Volta a la Comunitat Valenciana,SPAIN,ME,2.1,2016,5.0,Europe
8200,2016-02-07,2016-02-07,G.P. Costa degli Etruschi,ITALY,ME,1.1,2016,1.0,Europe
8201,2016-02-08,2016-02-12,Tour of Qatar,QATAR,ME,2.HC,2016,5.0,Asia
8202,2016-02-13,2016-02-13,Vuelta Ciclista a la Región de Murcia - Costa Calida,SPAIN,ME,1.1,2016,1.0,Europe
8203,2016-02-11,2016-02-14,La Méditerranéenne,FRANCE,ME,2.1,2016,4.0,Europe
8204,2016-02-14,2016-02-14,GP Laguna Porec,CROATIA,ME,1.2,2016,1.0,Europe
8205,2016-02-14,2016-02-14,Trofeo Laigueglia,ITALY,ME,1.HC,2016,1.0,Europe
8206,2016-02-14,2016-02-14,Clasica de Almeria,SPAIN,ME,1.1,2016,1.0,Europe
8207,2016-02-20,2016-02-20,REV Classic,NEW ZEALAND,ME,1.2,2016,1.0,Oceania
8208,2016-02-16,2016-02-21,Tour of Oman,OMAN,ME,2.HC,2016,6.0,Asia
8209,2016-02-17,2016-02-21,Volta ao Algarve em Bicicleta,PORTUGAL,ME,2.1,2016,5.0,Europe
8210,2016-02-17,2016-02-21,Vuelta a Andalucia  Ruta Ciclista Del Sol,SPAIN,ME,2.1,2016,5.0,Europe
8211,2016-02-18,2016-02-21,Le Tour de Filipinas,PHILIPPINES,ME,2.2,2016,4.0,Asia
8212,2016-02-20,2016-02-21,Tour Cycliste International du Haut Var-matin,FRANCE,ME,2.1,2016,2.0,Europe
8217,2016-02-23,2016-02-25,1er Tour Cycliste International La Provence,FRANCE,ME,2.1,2016,3.0,Europe
8222,2016-02-27,2016-02-27,Classic Sud Ardèche - Souvenir Francis Delpech,FRANCE,ME,1.1,2016,1.0,Europe
8223,2016-02-27,2016-02-27,Omloop Het Nieuwsblad-vrouwen elite / Circuit Het Nieuwsblad-Femmes Elite,BELGIUM,WE,1.1,2016,1.0,Europe
8224,2016-02-27,2016-02-27,Omloop Het Nieuwsblad Elite,BELGIUM,ME,1.HC,2016,1.0,Europe
8225,2016-02-28,2016-02-28,Kuurne-Bruxelles-Kuurne,BELGIUM,ME,1.HC,2016,1.0,Europe
8226,2016-02-28,2016-02-28,Omloop van het Hageland - Tielt-Winge,BELGIUM,WE,1.1,2016,1.0,Europe
8227,2016-02-28,2016-02-28,Royal Bernard Drome Classic,FRANCE,ME,1.1,2016,1.0,Europe
8228,2016-02-28,2016-02-28,Kuurne-Brussel-Kuurne Juniors,BELGIUM,MJ,1.1,2016,1.0,Europe
8229,2016-02-28,2016-02-28,GP Izola,SLOVENIA,ME,1.2,2016,1.0,Europe
8230,2016-02-28,2016-02-28,Gran Premio Città di Lugano,SWITZERLAND,ME,1.HC,2016,1.0,Europe
8231,2016-02-24,2016-03-02,Le Tour de Langkawi,MALAYSIA,ME,2.HC,2016,8.0,Asia
8232,2016-03-02,2016-03-02,Trofej Umag - Umag Trophy,CROATIA,ME,1.2,2016,1.0,Europe
8233,2016-03-02,2016-03-02,Le Samyn,BELGIUM,ME,1.1,2016,1.0,Europe
8234,2016-03-02,2016-03-02,Le Samyn des Dames,BELGIUM,WE,1.2,2016,1.0,Europe
8237,2016-03-03,2016-03-03,Massada - Arad,ISRAEL,WE,1.2,2016,1.0,Asia
8243,2016-03-04,2016-03-04,Arava - Arad,ISRAEL,WE,1.2,2016,1.0,Asia
8244,2016-03-04,2016-03-04,Circuit International d'Alger,ALGERIA,ME,1.2,2016,1.0,Africas
8245,2016-02-27,2016-03-05,Vuelta Independencia Nacional Republica Dominicana,DOMINICAN REPUBLIC,ME,2.2,2016,8.0,Americas
8247,2016-03-05,2016-03-05,Strade Bianche,ITALY,ME,1.HC,2016,1.0,Europe
8249,2016-03-05,2016-03-05,Strade Bianche,ITALY,WE,1.WWT,2016,1.0,Europe
8250,2016-03-05,2016-03-05,Dead Sea - Scorpion Pass,ISRAEL,WE,1.2,2016,1.0,Asia
8251,2016-03-05,2016-03-05,Craft Ster van Zwolle,NETHERLANDS,ME,1.2,2016,1.0,Europe
8253,2016-03-05,2016-03-05,Porec Trophy - Trofej Porec,CROATIA,ME,1.2,2016,1.0,Europe
8254,2016-03-04,2016-03-06,Driedaagse van West-Vlaanderen,BELGIUM,ME,2.1,2016,3.0,Europe
8255,2016-03-06,2016-03-06,Grand Prix de la Ville de Lillers Souvenir Bruno Comini,FRANCE,ME,1.2,2016,1.0,Europe
8256,2016-03-06,2016-03-06,GP Industria & Artigianato,ITALY,ME,1.1,2016,1.0,Europe
8257,2016-03-05,2016-03-07,Tour Internationale d'Oranie,ALGERIA,ME,2.2,2016,3.0,Africas
8258,2016-03-08,2016-03-08,Grand Prix de la Ville d'Oran,ALGERIA,ME,1.2,2016,1.0,Africas
8259,2016-03-06,2016-03-10,Tour de Taiwan,CHINESE TAIPEI,ME,2.1,2016,5.0,Asia
8260,2016-03-10,2016-03-12,Tour International de Blida,ALGERIA,ME,2.2,2016,3.0,Africas
8261,2016-03-12,2016-03-12,Energiewacht Ronde van Drenthe,NETHERLANDS,ME,1.1,2016,1.0,Europe
8262,2016-03-12,2016-03-12,Women's WorldTour Ronde van Drenthe,NETHERLANDS,WE,1.WWT,2016,1.0,Europe
8263,2016-03-06,2016-03-13,Paris - Nice,FRANCE,ME,2.UWT,2016,8.0,Europe
8264,2016-03-10,2016-03-13,Istarsko proljece - Istrian Spring Trophy,CROATIA,ME,2.2,2016,4.0,Europe
8265,2016-03-12,2016-03-13,8. GP  Liberty Seguros - Troféu Alpendre,PORTUGAL,ME,2.2,2016,2.0,Europe
8266,2016-03-13,2016-03-13,Rabobank Dorpenomloop Rucphen,NETHERLANDS,ME,1.2,2016,1.0,Europe
8267,2016-03-13,2016-03-13,Paris-Troyes,FRANCE,ME,1.2,2016,1.0,Europe
8268,2016-03-13,2016-03-13,Drentse Acht van Westerveld,NETHERLANDS,WE,1.2,2016,1.0,Europe
8270,2016-03-09,2016-03-15,Tirreno - Adriatico,ITALY,ME,2.UWT,2016,7.0,Europe
8271,2016-03-13,2016-03-16,Tour International de Setif,ALGERIA,ME,2.2,2016,4.0,Africas
8272,2016-03-16,2016-03-16,Nokere Koerse - Danilith Classic,BELGIUM,ME,1.HC,2016,1.0,Europe
8273,2016-03-17,2016-03-17,Criterium International de Setif,ALGERIA,ME,1.2,2016,1.0,Africas
8274,2016-03-18,2016-03-18,Handzame Classic,BELGIUM,ME,1.1,2016,1.0,Europe
8275,2016-03-19,2016-03-19,Milano - Sanremo,ITALY,ME,1.UWT,2016,1.0,Europe
8276,2016-03-19,2016-03-19,Classic Loire Atlantique,FRANCE,ME,1.1,2016,1.0,Europe
8277,2016-03-12,2016-03-20,Tour du Cameroun,CAMEROON,ME,2.2,2016,9.0,Africas
8278,2016-03-16,2016-03-20,Volta ao Alentejo,PORTUGAL,ME,2.2,2016,5.0,Europe
8279,2016-03-20,2016-03-20,Cholet - Pays De Loire,FRANCE,ME,1.1,2016,1.0,Europe
8280,2016-03-20,2016-03-20,Trofeo Alfredo Binda - Comune di Cittiglio,ITALY,WE,1.WWT,2016,1.0,Europe
8281,2016-03-20,2016-03-20,Bernaudeau Junior,FRANCE,MJ,1.1,2016,1.0,Europe
8282,2016-03-20,2016-03-20,Trofeo Da Moreno - Piccolo Trofeo Alfredo Binda,ITALY,WJ,1.Ncup,2016,1.0,Europe
8283,2016-03-20,2016-03-20,Guido Reybrouck Classic,BELGIUM,MJ,1.1,2016,1.0,Europe
8284,2016-03-20,2016-03-20,Grand Prix Bob Jungels,LUXEMBOURG,MJ,1.1,2016,1.0,Europe
8285,2016-03-19,2016-03-22,Tour Internationale d'Annaba,ALGERIA,ME,2.2,2016,4.0,Africas
8286,2016-03-23,2016-03-23,Dwars door Vlaanderen / A travers la Flandre,BELGIUM,ME,1.HC,2016,1.0,Europe
8287,2016-03-23,2016-03-25,Tour International de Constantine,ALGERIA,ME,2.2,2016,3.0,Africas
8288,2016-03-25,2016-03-25,E3 Harelbeke,BELGIUM,ME,1.UWT,2016,1.0,Europe
8290,2016-03-26,2016-03-26,Circuit International de Constantine,ALGERIA,ME,1.2,2016,1.0,Africas
8291,2016-03-18,2016-03-27,Vuelta Ciclista del Uruguay - 73 Edición,URUGUAY,ME,2.2,2016,10.0,Americas
8292,2016-03-21,2016-03-27,Tour de Normandie,FRANCE,ME,2.2,2016,7.0,Europe
8293,2016-03-21,2016-03-27,Volta Ciclista a Catalunya,SPAIN,ME,2.UWT,2016,7.0,Europe
8294,2016-03-24,2016-03-27,Settimana Internazionale Coppi e Bartali,ITALY,ME,2.1,2016,4.0,Europe
8295,2016-03-26,2016-03-27,Critérium International,FRANCE,ME,2.HC,2016,2.0,Europe
8296,2016-03-27,2016-03-27,Gent-Wevelgem/Grote Prijs A. Noyelle-Ieper,BELGIUM,MJ,1.Ncup,2016,1.0,Europe
8297,2016-03-27,2016-03-27,Gent-Wevelgem,BELGIUM,WJ,1.Ncup,2016,1.0,Europe
8298,2016-03-27,2016-03-27,Gent-Wevelgem In Flanders Fields,BELGIUM,WE,1.WWT,2016,1.0,Europe
8299,2016-03-27,2016-03-27,Gent - Wevelgem in Flanders Fields,BELGIUM,ME,1.UWT,2016,1.0,Europe
8300,2016-03-27,2016-03-27,Gent-Wevelgem/Kattekoers-Ieper,BELGIUM,MU,1.Ncup,2016,1.0,Europe
8301,2016-03-28,2016-03-28,Giro del Belvedere,ITALY,MU,1.2U,2016,1.0,Europe
8302,2016-03-28,2016-03-28,Criterium International de Blida,ALGERIA,ME,1.2,2016,1.0,Africas
8303,2016-03-29,2016-03-29,55° G.P. Palio del Recioto - 34° Memorial cav. Sante Carradori,ITALY,MU,1.2U,2016,1.0,Europe
8304,2016-03-30,2016-03-30,Pajot Hills Classic,BELGIUM,WE,1.2,2016,1.0,Europe
8305,2016-03-29,2016-03-31,Driedaagse De Panne-Koksijde,BELGIUM,ME,2.HC,2016,3.0,Europe
8306,2016-04-01,2016-04-01,Route Adélie de Vitré,FRANCE,ME,1.1,2016,1.0,Europe
8308,2016-04-02,2016-04-02,Gran Premio Miguel Indurain,SPAIN,ME,1.1,2016,1.0,Europe
8309,2016-04-02,2016-04-02,Volta Limburg Classic,NETHERLANDS,ME,1.1,2016,1.0,Europe
8310,2016-04-01,2016-04-03,Le Triptyque des Monts et Châteaux,BELGIUM,ME,2.2,2016,3.0,Europe
8311,2016-04-02,2016-04-03,Vuelta Femenil Internacional,MEXICO,WE,2.2,2016,2.0,Americas
8312,2016-04-03,2016-04-03,GP Adria Mobil,SLOVENIA,ME,1.2,2016,1.0,Europe
8313,2016-04-03,2016-04-03,Ronde van Vlaanderen / Tour des Flandres,BELGIUM,ME,1.UWT,2016,1.0,Europe
8314,2016-04-03,2016-04-03,68° Trofeo Piva,ITALY,MU,1.2U,2016,1.0,Europe
8315,2016-04-03,2016-04-03,Paris-Camembert,FRANCE,ME,1.1,2016,1.0,Europe
8316,2016-04-03,2016-04-03,Vuelta Ciclista a La Rioja,SPAIN,ME,1.1,2016,1.0,Europe
8317,2016-04-03,2016-04-03,Ronde van Vlaanderen / Tour des Flandres,BELGIUM,WE,1.WWT,2016,1.0,Europe
8318,2016-04-03,2016-04-03,Trofeo Citta di Loano,ITALY,MJ,1.1,2016,1.0,Europe
8319,2016-04-04,2016-04-04,Grand Prix de Dottignies,BELGIUM,WE,1.2,2016,1.0,Europe
8320,2016-04-01,2016-04-06,"The Princess Maha Chackri Sirindhon's Cup ""Tour of Thailand""",THAILAND,ME,2.2,2016,6.0,Asia
8321,2016-04-06,2016-04-06,Scheldeprijs,BELGIUM,ME,1.HC,2016,1.0,Europe
8322,2016-04-05,2016-04-08,Circuit Cycliste Sarthe - Pays de la Loire,FRANCE,ME,2.1,2016,4.0,Europe
8323,2016-04-04,2016-04-09,Vuelta Ciclista al Pais Vasco,SPAIN,ME,2.UWT,2016,6.0,Europe
8324,2016-04-06,2016-04-09,Energiewacht Tour Women Junior,NETHERLANDS,WJ,2.Ncup,2016,4.0,Europe
8325,2016-04-09,2016-04-09,Ronde van Vlaanderen Beloften,BELGIUM,MU,1.Ncup,2016,1.0,Europe
8326,2016-04-01,2016-04-10,Tour du Maroc,MOROCCO,ME,2.2,2016,10.0,Africas
8327,2016-04-06,2016-04-10,Energiewacht Tour,NETHERLANDS,WE,2.2,2016,5.0,Europe
8328,2016-04-06,2016-04-10,Volta Ciclística Internacional do Rio Grande do Sul,BRAZIL,ME,2.2,2016,5.0,Americas
8329,2016-04-08,2016-04-10,Circuit des Ardennes International,FRANCE,ME,2.2,2016,3.0,Europe
8330,2016-04-08,2016-04-10,The Princess Maha Chackri Sirindhon's Cup - Women's Tour of Thailand,THAILAND,WE,2.2,2016,3.0,Asia
8331,2016-04-08,2016-04-10,41. Internationale Cottbuser Junioren-Etappenfahrt 2016,GERMANY,MJ,2.1,2016,3.0,Europe
8332,2016-04-10,2016-04-10,Klasika Primavera de Amorebieta,SPAIN,ME,1.1,2016,1.0,Europe
8333,2016-04-10,2016-04-10,Paris - Roubaix Juniors,FRANCE,MJ,1.Ncup,2016,1.0,Europe
8334,2016-04-10,2016-04-10,Paris - Roubaix,FRANCE,ME,1.UWT,2016,1.0,Europe
8335,2016-04-12,2016-04-12,Durango-Durango Emakumeen Saria,SPAIN,WE,1.2,2016,1.0,Europe
8336,2016-04-13,2016-04-13,De Brabantse Pijl - La Flèche Brabançonne,BELGIUM,ME,1.HC,2016,1.0,Europe
8337,2016-04-14,2016-04-14,GP de Denain - Porte du Hainaut / Valenciennes Métropole,FRANCE,ME,1.HC,2016,1.0,Europe
8338,2016-04-15,2016-04-16,ZLM-Roompot tour,NETHERLANDS,MU,2.Ncup,2016,2.0,Europe
8339,2016-04-16,2016-04-16,Liège - Bastogne - Liège,BELGIUM,MU,1.2U,2016,1.0,Europe
8340,2016-04-16,2016-04-16,Fenkil Northen Red sea Challenge,ERITREA,ME,1.2,2016,1.0,Africas
8341,2016-04-16,2016-04-16,Tour du Finistère,FRANCE,ME,1.1,2016,1.0,Europe
8342,2016-04-16,2016-04-16,Trofeo Edil C,ITALY,ME,1.2,2016,1.0,Europe
8343,2016-04-16,2016-04-16,Salverda Omloop van de IJsseldelta,NETHERLANDS,WE,1.2,2016,1.0,Europe
8344,2016-04-13,2016-04-17,Euskal Emakumeen XXIX Bira,SPAIN,WE,2.1,2016,5.0,Europe
8345,2016-04-13,2016-04-17,Tour du Loir et Cher E Provost,FRANCE,ME,2.2,2016,5.0,Europe
8346,2016-04-14,2016-04-17,Tour of Mersin,TURKEY,ME,2.2,2016,4.0,Asia
8347,2016-04-15,2016-04-17,Vuelta a Castilla y Leon,SPAIN,ME,2.1,2016,3.0,Europe
8348,2016-04-17,2016-04-17,Massawa Circuit,ERITREA,ME,1.2,2016,1.0,Africas
8349,2016-04-17,2016-04-17,70e Profronde van Noord-Holland,NETHERLANDS,ME,1.2,2016,1.0,Europe
8350,2016-04-17,2016-04-17,Amstel Gold Race,NETHERLANDS,ME,1.UWT,2016,1.0,Europe
8351,2016-04-17,2016-04-17,Ronde van Gelderland,NETHERLANDS,WE,1.2,2016,1.0,Europe
8352,2016-04-17,2016-04-17,Tro-Bro Léon,FRANCE,ME,1.1,2016,1.0,Europe
8353,2016-04-17,2016-04-17,Giro dell'Appennino,ITALY,ME,1.1,2016,1.0,Europe
8354,2016-04-17,2016-04-17,Grand Prix Bati-Metallo,BELGIUM,MJ,1.1,2016,1.0,Europe
8355,2016-04-20,2016-04-20,La Flèche Wallonne,BELGIUM,ME,1.UWT,2016,1.0,Europe
8356,2016-04-20,2016-04-20,La Flèche Wallonne Féminine,BELGIUM,WE,1.WWT,2016,1.0,Europe
8357,2016-04-19,2016-04-22,Giro del Trentino,ITALY,ME,2.HC,2016,4.0,Europe
8358,2016-04-19,2016-04-23,Tour Eritrea,ERITREA,ME,2.2,2016,5.0,Africas
8359,2016-04-23,2016-04-23,EPZ Omloop van Borsele,NETHERLANDS,WE,1.1,2016,1.0,Europe
8360,2016-04-23,2016-04-23,Visegrad 4 Kerekparverseny,HUNGARY,ME,1.2,2016,1.0,Europe
8361,2016-04-23,2016-04-23,Bograd - Banjaluka I,SERBIA,ME,1.2,2016,1.0,Europe
8362,2016-04-23,2016-04-23,Arno Wallaard Memorial,NETHERLANDS,ME,1.2,2016,1.0,Europe
8363,2016-04-19,2016-04-24,Tour of Croatia,CROATIA,ME,2.1,2016,6.0,Europe
8364,2016-04-21,2016-04-24,Joe Martin Stage Race,UNITED STATES OF AMERICA,WE,2.2,2016,4.0,Americas
8365,2016-04-21,2016-04-24,Joe Martin Stage Race,UNITED STATES OF AMERICA,ME,2.2,2016,4.0,Americas
8366,2016-04-24,2016-04-24,Paris - Mantes-en-Yvelines,FRANCE,ME,1.2,2016,1.0,Europe
8367,2016-04-24,2016-04-24,Belgrade Banjaluka II,BOSNIA AND HERZEGOVINA,ME,1.2,2016,1.0,Europe
8368,2016-04-24,2016-04-24,Liège - Bastogne - Liège,BELGIUM,ME,1.UWT,2016,1.0,Europe
8369,2016-04-24,2016-04-24,Rutland - Melton International Cicle Classic,GREAT BRITAIN,ME,1.2,2016,1.0,Europe
8370,2016-04-24,2016-04-24,G.P. Sportivi Sovilla-La Piccola SanRemo,ITALY,MJ,1.1,2016,1.0,Europe
8371,2016-04-24,2016-04-24,La Roue Tourangelle Région Centre Val de Loire - Trophée Harmonie Mutuelle,FRANCE,ME,1.1,2016,1.0,Europe
8372,2016-04-24,2016-04-24,E3 Harelbeke - Junioren,BELGIUM,MJ,1.1,2016,1.0,Europe
8374,2016-04-24,2016-04-24,Asmara Circuit,ERITREA,ME,1.2,2016,1.0,Africas
8375,2016-04-24,2016-04-24,Dwars door de Westhoek,BELGIUM,WE,1.1,2016,1.0,Europe
8376,2016-04-24,2016-04-24,Visegrad 4 Bicycle Race - GP Slovakia,SLOVAKIA,ME,1.2,2016,1.0,Europe
8377,2016-04-25,2016-04-25,GP della Liberazione PINK,ITALY,WE,1.2,2016,1.0,Europe
8378,2016-04-25,2016-04-25,Gran Premio della Liberazione,ITALY,MU,1.2U,2016,1.0,Europe
8379,2016-04-29,2016-04-29,Himmerland Rundt,DENMARK,ME,1.2,2016,1.0,Europe
8380,2016-04-23,2016-04-30,Tour du Sénégal,SENEGAL,ME,2.2,2016,8.0,Africas
8381,2016-04-30,2016-04-30,GP Viborg,DENMARK,ME,1.2,2016,1.0,Europe
8382,2016-04-30,2016-04-30,ZODC Zuidenveld Tour,NETHERLANDS,ME,1.2,2016,1.0,Europe
8384,2016-04-30,2016-04-30,The Women's Tour de Yorkshire Race,GREAT BRITAIN,WE,1.2,2016,1.0,Europe
